millis,distance_cm
199400,19.17
199500,19.17
199600,19.17
199700,19.17
199800,19.17
199900,19.17
200000,19.17
200100,19.17
200200,19.17
200300,19.17
200400,19.17
200500,19.17
200600,19.16
200700,19.17
200800,19.17
200900,19.17
201000,19.17
201100,19.17
201200,19.17
201300,19.17
201400,19.17
201500,19.17
201600,19.17
201700,19.17
201800,19.17
201900,19.17
202000,19.17
202100,19.19
202200,19.19
202300,19.17
202400,19.19
202500,19.17
202600,19.17
202700,19.19
202800,19.17
202900,19.17
203000,19.17
203100,19.17
203200,19.17
203300,19.17
203400,19.17
203500,19.17
203600,19.17
203700,19.17
203800,19.17
203900,19.17
204000,19.16
204100,19.17
204200,19.17
204300,19.17
204400,19.19
204500,19.17
204600,19.17
204700,19.17
204800,19.17
204900,19.17
205000,19.17
205100,19.17
205200,19.17
205300,19.17
205400,19.17
205500,19.17
205600,19.17
205700,19.17
205800,19.17
205900,19.17
206000,19.17
206100,19.17
206200,19.17
206300,19.17
206400,19.16
206500,19.19
206600,19.17
206700,19.17
206800,19.17
206900,19.17
207000,19.17
207100,19.17
207200,19.17
207300,19.17
207400,19.17
207500,19.17
207600,19.17
207700,19.17
207800,19.17
207900,19.17
208000,19.17
208100,19.17
208200,19.17
208300,19.17
208400,19.17
208500,19.17
208600,19.19
208700,19.17
208800,19.17
208900,19.17
209000,19.17
209100,19.17
209200,19.17
209300,19.17
209400,19.17
209500,19.17
209600,19.17
209700,19.17
209800,19.17
209900,19.17
210000,19.17
210100,19.17
210200,19.17
210300,19.17
210400,19.17
210500,19.17
210600,19.17
210700,19.17
210800,19.17
210900,19.17
211000,19.17
211100,19.17
211200,19.17
211300,19.17
211400,19.17
211500,19.17
211600,19.17
211700,19.19
211800,19.17
211900,19.17
212000,19.17
212100,19.17
212200,19.17
212300,19.17
212400,19.17
212500,19.17
212600,19.17
212700,19.17
212800,19.17
212900,19.17
213000,19.17
213100,19.19
213200,19.19
213300,19.17
213400,19.17
213500,19.17
213600,19.17
213700,19.17
213800,19.16
213900,19.17
214000,19.17
214100,19.17
214200,19.17
214300,19.17
214400,19.17
214500,19.19
214600,19.17
214700,19.17
214800,19.17
214900,19.17
215000,19.17
215100,19.17
215200,19.17
215300,19.17
215400,19.19
215500,19.17
215600,19.17
215700,19.17
215800,19.17
215900,19.17
216000,19.17
216100,19.17
216200,19.17
216300,19.17
216400,19.17
216500,19.17
216600,19.17
216700,19.17
216800,19.17
216900,19.17
217000,19.17
217100,19.17
217200,19.19
217300,19.17
217400,19.17
217500,19.17
217600,19.19
217700,19.17
217800,19.17
217900,19.17
218000,19.17
218100,19.17
218200,19.17
218300,19.17
218400,19.19
218500,19.17
218600,19.17
218700,19.17
218800,19.17
218900,19.17
219000,19.17
219100,19.17
219200,19.19
219300,19.17
219400,19.17
219500,19.17
219600,19.19
219700,19.17
219800,19.17
219900,19.17
220000,19.17
220100,19.17
220200,19.17
220300,19.17
220400,19.17
220500,19.17
220600,19.17
220700,19.17
220800,19.17
220900,19.17
221000,19.19
221100,19.17
221200,19.17
221300,19.17
221400,19.17
221500,19.17
221600,19.17
221700,19.19
221800,19.17
221900,19.17
222000,19.17
222100,19.17
222200,19.17
222300,19.19
222400,19.17
222500,19.17
222600,19.17
222700,19.17
222800,19.17
222900,19.17
223000,19.17
223100,19.17
223200,19.17
223300,19.17
223400,19.17
223500,19.17
223600,19.17
223700,19.17
223800,19.17
223900,19.17
224000,19.17
224100,19.17
224200,19.19
224300,19.17
224400,19.17
224500,19.17
224600,19.17
224700,19.17
224800,19.17
224900,19.17
225000,19.17
225100,19.17
225200,19.17
225300,19.17
225400,19.17
225500,19.17
225600,19.17
225700,19.17
225800,19.17
225900,19.17
226000,19.17
226100,19.17
226200,19.17
226300,19.16
226400,19.17
226500,19.17
226600,19.17
226700,19.17
226800,19.17
226900,19.17
227000,19.17
227100,19.17
227200,19.17
227300,19.17
227400,19.17
227500,19.17
227600,19.17
227700,19.17
227800,19.17
227900,19.17
228000,19.17
228100,19.17
228200,19.17
228300,19.19
228400,19.17
228500,19.17
228600,19.17
228700,19.17
228800,19.17
228900,19.17
229000,19.17
229100,19.17
229200,19.17
229300,19.17
229400,19.17
229500,19.16
229600,19.17
229700,19.17
229800,19.17
229900,19.17
230000,19.17
230100,19.17
230200,19.17
230300,19.19
230400,19.17
230500,19.17
230600,19.17
230700,19.17
230800,19.17
230900,19.17
231000,19.17
231100,19.17
231200,19.17
231300,19.17
231400,19.17
231500,19.17
231600,19.17
231700,19.17
231800,19.17
231900,19.17
232000,19.17
232100,19.17
232200,19.16
232300,19.17
232400,19.17
232500,19.17
232600,19.17
232700,19.17
232800,19.17
232900,19.17
233000,19.17
233100,19.17
233200,19.17
233300,19.17
233400,19.19
233500,19.17
233600,19.17
233700,19.17
233800,19.17
233900,19.17
234000,19.17
234100,19.17
234200,19.17
234300,19.17
234400,19.17
234500,19.17
234600,19.17
234700,19.17
234800,19.17
234900,19.17
235000,19.17
235100,19.17
235200,19.17
235300,19.17
235400,19.17
235500,19.17
235600,19.17
235700,19.17
235800,19.17
235900,19.16
236000,19.17
236100,19.17
236200,19.17
236300,19.17
236400,19.17
236500,19.17
236600,19.17
236700,19.17
236800,19.19
236900,19.17
237000,19.17
237100,19.17
237200,19.17
237300,19.17
237400,19.17
237500,19.19
237600,19.17
237700,19.17
237800,19.17
237900,19.19
238000,19.17
238100,19.17
238200,19.17
238300,19.17
238400,19.17
238500,19.17
238600,19.17
238700,19.17
238800,19.17
238900,19.17
239000,19.19
239100,19.17
239200,19.17
239300,19.17
239400,19.17
239500,19.17
239600,19.17
239700,19.19
239800,19.17
239900,19.17
240000,19.17
240100,19.19
240200,19.17
240300,19.17
240400,19.17
240500,19.17
240600,19.17
240700,19.17
240800,19.17
240900,19.19
241000,19.17
241100,19.17
241200,19.17
241300,19.17
241400,19.17
241500,19.17
241600,19.17
241700,19.19
241800,19.17
241900,19.17
242000,19.17
242100,19.17
242200,19.17
242300,19.16
242400,19.17
242500,19.17
242600,19.17
242700,19.17
242800,19.17
242900,19.17
243000,19.17
243100,19.17
243200,19.19
243300,19.19
243400,19.17
243500,19.17
243600,19.17
243700,19.17
243800,19.19
243900,19.17
244000,19.17
244100,19.17
244200,19.17
244300,19.17
244400,19.17
244500,19.17
244600,19.17
244700,19.17
244800,19.17
244900,19.17
245000,19.17
245100,19.17
245200,19.17
245300,19.17
245400,19.17
245500,19.17
245600,19.17
245700,19.17
245800,19.17
245900,19.17
246000,19.17
246100,19.17
246200,19.17
246300,19.17
246400,19.17
246500,19.17
246600,19.17
246700,19.17
246800,19.17
246900,19.19
247000,19.17
247100,19.17
247200,19.17
247300,19.17
247400,19.17
247500,19.19
247600,19.17
247700,19.17
247800,19.17
247900,19.17
248000,19.17
248100,19.17
248200,19.19
248300,19.17
248400,19.17
248500,19.17
248600,19.17
248700,19.17
248800,19.17
248900,19.17
249000,19.17
249100,19.17
249200,19.17
249300,19.17
249400,19.17
249500,19.17
249600,19.19
249700,19.17
249800,19.17
249900,19.17
250000,19.17
250100,19.19
250200,19.17
250300,19.17
250400,19.17
250500,19.17
250600,19.17
250700,19.17
250800,19.17
250900,19.17
251000,19.17
251100,19.17
251200,19.17
251300,19.17
251400,19.17
251500,19.17
251600,19.17
251700,19.17
251800,19.17
251900,19.17
252000,19.17
252100,19.17
252200,19.17
252300,19.17
252400,19.17
252500,19.17
252600,19.19
252700,19.17
252800,19.17
252900,19.17
253000,19.17
253100,19.17
253200,19.17
253300,19.17
253400,19.17
253500,19.17
253600,19.17
253700,19.17
253800,19.17
253900,19.17
254000,19.17
254100,19.17
254200,19.17
254300,19.17
254400,19.19
254500,19.17
254600,19.17
254700,19.17
254800,19.17
254900,19.17
255000,19.17
255100,19.17
255200,19.17
255300,19.19
255400,19.17
255500,19.17
255600,19.17
255700,19.16
255800,19.17
255900,19.17
256000,19.17
256100,19.17
256200,19.17
256300,19.17
256400,19.17
256500,19.17
256600,19.17
256700,19.17
256800,19.17
256900,19.17
257000,19.17
257100,19.17
257200,19.17
257300,19.17
257400,19.17
257500,19.17
257600,19.17
257700,19.17
257800,19.17
257900,19.17
258000,19.17
258100,19.17
258200,19.17
258300,19.17
258400,19.17
258500,19.17
258600,19.17
258700,19.17
258800,19.17
258900,19.16
259000,19.17
259100,19.19
259200,19.17
259300,19.17
259400,19.19
259500,19.17
259600,19.17
259700,19.17
259800,19.17
259900,19.17
260000,19.17
260100,19.17
260200,19.17
260300,19.17
260400,19.17
260500,19.17
260600,19.17
260700,19.17
260800,19.17
260900,19.16
261000,19.17
261100,19.17
261200,19.17
261300,19.17
261400,19.17
261500,19.17
261600,19.17
261700,19.17
261800,19.19
261900,19.17
262000,19.17
262100,19.17
262200,19.19
262300,19.17
262400,19.17
262500,19.17
262600,19.17
262700,19.17
262800,19.17
262900,19.17
263000,19.17
263100,19.17
263200,19.19
263300,19.17
263400,19.17
263500,19.17
263600,19.17
263700,19.17
263800,19.17
263900,19.16
264000,19.17
264100,19.17
264200,19.19
264300,19.19
264400,19.19
264500,19.17
264600,19.17
264700,19.16
264800,19.17
264900,19.17
265000,19.17
265100,19.17
265200,19.17
265300,19.17
265400,19.17
265500,19.17
265600,19.17
265700,19.17
265800,19.17
265900,19.17
266000,19.17
266100,19.17
266200,19.17
266300,19.17
266400,19.17
266500,19.17
266600,19.17
266700,19.17
266800,19.17
266900,19.17
267000,19.17
267100,19.17
267200,19.17
267300,19.17
267400,19.17
267500,19.17
267600,19.17
267700,19.17
267800,19.17
267900,19.17
268000,19.17
268100,19.17
268200,19.17
268300,19.17
268400,19.17
268500,19.17
268600,19.17
268700,19.17
268800,19.17
268900,19.16
269000,19.19
269100,19.16
269200,19.17
269300,19.17
269400,19.17
269500,19.17
269600,19.17
269700,19.17
269800,19.17
269900,19.17
270000,19.17
270100,19.17
270200,19.17
270300,19.17
270400,19.17
270500,19.17
270600,19.17
270700,19.16
270800,19.17
270900,19.17
271000,19.17
271100,19.17
271200,19.17
271300,19.17
271400,19.17
271500,19.17
271600,19.17
271700,19.17
271800,19.17
271900,19.17
272000,19.17
272100,19.17
272200,19.17
272300,19.17
272400,19.17
272500,19.17
272600,19.17
272700,19.17
272800,19.17
272900,19.17
273000,19.17
273100,19.19
273200,19.17
273300,19.17
273400,19.17
273500,19.19
273600,19.17
273700,19.17
273800,19.17
273900,19.17
274000,19.17
274100,19.17
274200,19.16
274300,19.16
274400,19.19
274500,19.17
274600,19.17
274700,19.17
274800,19.17
274900,19.17
275000,19.17
275100,19.17
275200,19.17
275300,19.19
275400,19.17
275500,19.17
275600,19.17
275700,19.17
275800,19.17
275900,19.17
276000,19.17
276100,19.17
276200,19.17
276300,19.17
276400,19.19
276500,19.17
276600,19.17
276700,19.17
276800,19.17
276900,19.17
277000,19.17
277100,19.17
277200,19.17
277300,19.17
277400,19.17
277500,19.17
277600,19.17
277700,19.17
277800,19.17
277900,19.17
278000,19.17
278100,19.17
278200,19.17
278300,19.17
278400,19.17
278500,19.17
278600,19.17
278700,19.17
278800,19.17
278900,19.17
279000,19.17
279100,19.17
279200,19.17
279300,19.17
279400,19.17
279500,19.17
279600,19.17
279700,19.17
279800,19.17
279900,19.17
280000,19.17
280100,19.17
280200,19.17
280300,19.17
280400,19.17
280500,19.17
280600,19.17
280700,19.17
280800,19.17
280900,19.17
281000,19.17
281100,19.17
281200,19.19
281300,19.17
281400,19.17
281500,19.17
281600,19.17
281700,19.17
281800,19.17
281900,19.17
282000,19.17
282100,19.17
282200,19.17
282300,19.17
282400,19.17
282500,19.17
282600,19.17
282700,19.17
282800,19.17
282900,19.17
283000,19.19
283100,19.17
283200,19.17
283300,19.17
283400,19.17
283500,19.17
283600,19.17
283700,19.17
283800,19.17
283900,19.16
284000,19.17
284100,19.17
284200,19.17
284300,19.17
284400,19.19
284500,19.17
284600,19.17
284700,19.19
284800,19.17
284900,19.17
285000,19.17
285100,19.19
285200,19.17
285300,19.17
285400,19.17
285500,19.17
285600,19.17
285700,19.17
285800,19.17
285900,19.17
286000,19.17
286100,19.17
286200,19.17
286300,19.17
286400,19.17
286500,19.17
286600,19.17
286700,19.17
286800,19.17
286900,19.17
287000,19.19
287100,19.17
287200,19.17
287300,19.17
287400,19.17
287500,19.19
287600,19.17
287700,19.17
287800,19.17
287900,19.17
288000,19.17
288100,19.19
288200,19.17
288300,19.17
288400,19.17
288500,19.17
288600,19.17
288700,19.17
288800,19.17
288900,19.17
289000,19.17
289100,19.17
289200,19.17
289300,19.17
289400,19.17
289500,19.17
289600,19.17
289700,19.17
289800,19.17
289900,19.17
290000,19.17
290100,19.17
290200,19.17
290300,19.17
290400,19.17
290500,19.17
290600,19.17
290700,19.16
290800,19.17
290900,19.17
291000,19.17
291100,19.16
291200,19.17
291300,19.17
291400,19.17
291500,19.16
291600,19.17
291700,19.17
291800,19.16
291900,19.17
292000,19.17
292100,19.17
292200,19.17
292300,19.17
292400,19.17
292500,19.17
292600,19.17
292700,19.17
292800,19.17
292900,19.17
293000,19.17
293100,19.17
293200,19.19
293300,19.17
293400,19.17
293500,19.17
293600,19.17
293700,19.17
293800,19.19
293900,19.19
294000,19.17
294100,19.17
294200,19.17
294300,19.17
294400,19.17
294500,19.17
294600,19.17
294700,19.17
294800,19.19
294900,19.17
295000,19.17
295100,19.17
295200,19.17
295300,19.16
295400,19.17
295500,19.17
295600,19.17
295700,19.17
295800,19.17
295900,19.17
296000,19.17
296100,19.17
296200,19.17
296300,19.17
296400,19.17
296500,19.19
296600,19.17
296700,19.17
296800,19.17
296900,19.17
297000,19.17
297100,19.17
297200,19.17
297300,19.17
297400,19.17
297500,19.17
297600,19.17
297700,19.17
297800,19.17
297900,19.17
298000,19.17
298100,19.17
298200,19.17
298300,19.17
298400,19.17
298500,19.17
298600,19.17
298700,19.17
298800,19.17
298900,19.17
299000,19.17
299100,19.17
299200,19.17
299300,19.17
299400,19.17
299500,19.17
299600,19.17
299700,19.17
