millis,distance_cm
108400,19.17
108500,19.17
108600,19.17
108700,19.17
108800,19.17
108900,19.19
109000,19.17
109100,19.17
109200,19.17
109300,19.17
109400,19.17
109500,19.17
109600,19.17
109700,19.19
109800,19.19
109900,19.17
110000,19.17
110100,19.17
110200,19.17
110300,19.17
110400,19.17
110500,19.17
110600,19.19
110700,19.17
110800,19.17
110900,19.17
111000,19.17
111100,19.17
111200,19.17
111300,19.17
111400,19.17
111500,19.17
111600,19.17
111700,19.17
111800,19.17
111900,19.17
112000,19.17
112100,19.17
112200,19.17
112300,19.17
112400,19.17
112500,19.17
112600,19.16
112700,19.16
112800,19.17
112900,19.17
113000,19.17
113100,19.17
113200,19.17
113300,19.17
113400,19.17
113500,19.17
113600,19.17
113700,19.17
113800,19.17
113900,19.17
114000,19.17
114100,19.17
114200,19.17
114300,19.16
114400,19.17
114500,19.17
114600,19.17
114700,19.17
114800,19.17
114900,19.17
115000,19.17
115100,19.17
115200,19.17
115300,19.17
115400,19.17
115500,19.17
115600,19.17
115700,19.17
115800,19.17
115900,19.17
116000,19.17
116100,19.17
116200,19.19
116300,19.17
116400,19.17
116500,19.17
116600,19.17
116700,19.17
116800,19.17
116900,19.17
117000,19.17
117100,19.17
117200,19.19
117300,19.17
117400,19.19
117500,19.17
117600,19.19
117700,19.17
117800,19.19
117900,19.17
118000,19.17
118100,19.17
118200,19.17
118300,19.17
118400,19.17
118500,19.19
118600,19.17
118700,19.19
118800,19.17
118900,19.17
119000,19.19
119100,19.17
119200,19.17
119300,19.17
119400,19.17
119500,19.17
119600,19.17
119700,19.17
119800,19.17
119900,19.17
120000,19.17
120100,19.17
120200,19.17
120300,19.19
120400,19.19
120500,19.17
120600,19.17
120700,19.17
120800,19.17
120900,19.17
121000,19.17
121100,19.19
121200,19.19
121300,19.17
121400,19.17
121500,19.17
121600,19.17
121700,19.17
121800,19.17
121900,19.19
122000,19.17
122100,19.17
122200,19.17
122300,19.17
122400,19.17
122500,19.17
122600,19.17
122700,19.17
122800,19.17
122900,19.17
123000,19.17
123100,19.17
123200,19.17
123300,19.17
123400,19.17
123500,19.17
123600,19.17
123700,19.17
123800,19.17
123900,19.17
124000,19.17
124100,19.17
124200,19.17
124300,19.17
124400,19.17
124500,19.19
124600,19.17
124700,19.17
124800,19.17
124900,19.19
125000,19.17
125100,19.17
125200,19.17
125300,19.17
125400,19.17
125500,19.17
125600,19.17
125700,19.17
125800,19.17
125900,19.17
126000,19.17
126100,19.17
126200,19.19
126300,19.17
126400,19.17
126500,19.17
126600,19.17
126700,19.17
126800,19.17
126900,19.17
127000,19.17
127100,19.16
127200,19.17
127300,19.17
127400,19.17
127500,19.17
127600,19.17
127700,19.17
127800,19.17
127900,19.19
128000,19.17
128100,19.17
128200,19.17
128300,19.17
